,NEPA_DOC_NBR,PROJECT NAME,LMU – REGION,REGION_ID,DISTRICT_ID,LMU (ACTUAL),PROJECT CREATED,INITIATION DATE,INITIATION FY,DECISION SIGNED,SIGNED FY,DECISION TYPE,APPEALED OR OBJECTED?,NO COMMENTS OR ONLY SUPPORT?,LITIGATED?,ELAPSED DAYS,HF Fuels management – purpose,TM Forest products – purpose,VM Vegetation management (non-forest products) – purpose,NEPA_SIGNED_DATE,REGION,DATE_COMP_MIN,DATE_COMP_MAX,PROJECT_DUR_CURRENT,PERCENT_PROJ_COMP,DATE_AWARD_MIN,DATE_AWARD_MAX,FY_AWARD_MIN,FY_AWARD_MAX,FY_PLAN_MIN,FY_PLAN_MAX,FY_COMP_MIN,FY_COMP_MAX,PROJECT_DUR_PLAN_YR,ACT_AREA_DIFF,TOT_AREA_PLAN,TOT_AREA_COMP,NBR_ACTIVITIES,FIRE,RANGE,REC,TIMBER,SAW,WILDLIFE,RESTORE,MISC,ENGI,RICHNESS_TEST,PLAN_TO_AWARD_AVE,PLAN_TO_COMP_AVE,FIRST_ACTIVITY,LAST_ACTIVITY,PROJ_RICHNESS,PROJ_DIVERSE,PROJ_EVENNESS,AREA_RICHNESS,AREA_DIVERSE,AREA_EVENNESS,TOTAL_PROJECT_DAYS,NEPA_TO_LAST_ACT,NEPA_TO_FIRST_ACT,NEPA_TO_CONTRACT,PROJ_COMP,NEPA_COMP,PROJ_INIT,PROJ_AWARDED,ASSESSMENT_TIME,IMPLEMENTATION_TIME,NEPA_TO_FIRST_ACT_MAX,NEPA_TO_CONTRACT_MAX,TOTAL_PROJECT_DAYS_MAX,PROJECT_CREATED,NEPA_COMP2
800,32113,Gordon Hill Vegetation Management Project,R5,5.0,51051.0,Gasquet Ranger District/Smith River NRA (11051051),03/25/2010,2013-03-13,2013.0,2015-06-15,2015.0,DN,0.0,0.0,0.0,824.0,1.0,0.0,1.0,2015-06-15,5.0,2017-02-01,2022-03-08,1861.0,0.0845070422535211,2017-02-01,2022-06-26,2017.0,2022.0,2015.0,2023.0,2017.0,2022.0,8.0,0.0,5823.299999999999,1695.9,213.0,164.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,2.0,5.0,1.6,0.0,Burning of Piled Material,Underburn - Low Intensity (Majority of Unit),5.0,0.6239015527331209,0.3876518304390738,40.0,3.022762765087946,0.8194257369177192,3282.0,2458.0,597.0,597.0,False,True,True,True,824,2458,597,597,3282,2010-03-25,True
801,32122,Dutch Dog Hazardous Fuels Reduction,R5,5.0,50552.0,Happy Camp Ranger District (11050552),03/25/2010,2010-05-01,2010.0,2011-07-11,2011.0,DM,0.0,1.0,0.0,436.0,1.0,0.0,0.0,2011-07-11,5.0,2011-11-01,2014-08-03,1006.0,0.9333333333333332,2011-11-01,2014-08-03,2012.0,2014.0,2012.0,2025.0,2012.0,2014.0,13.0,0.0,408.0,380.0,15.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"Piling of Fuels, Hand or Machine ",Precommercial Thin,2.0,0.3926744672275521,0.5665095065529053,4.0,1.3321790402101223,0.9609640474436812,1555.0,1119.0,113.0,113.0,False,True,True,True,436,1119,113,113,1555,2010-03-25,True
802,32129,Elk 16,R6,6.0,60404.0,Prairie City Ranger District (11060404),03/25/2010,2013-11-27,2014.0,2015-09-14,2015.0,DN,0.0,0.0,0.0,656.0,1.0,0.0,1.0,2015-09-14,6.0,2017-01-26,2021-11-12,1751.0,0.4466750313676286,2016-06-01,2021-11-12,2016.0,2022.0,2002.0,2025.0,2017.0,2022.0,23.0,-0.1807692307692307,60477.3,29758.7,797.0,475.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1846153846153846,1.5674157303370786,Commercial Thin,Underburn - Low Intensity (Majority of Unit),2.0,0.6746060845847519,0.9732508527839422,235.0,5.346397004421825,0.9792679298768934,2907.0,2251.0,500.0,261.0,False,True,True,True,656,2251,500,261,2907,2010-03-25,True
803,32135,Echo Gulch Fuel Reduction,R1,1.0,10303.0,Sula Ranger District (11010303),03/25/2010,2010-04-12,2010.0,2010-06-07,2010.0,DM,0.0,1.0,0.0,56.0,1.0,0.0,0.0,2010-06-07,1.0,2010-10-08,2016-11-04,2219.0,0.9230769230769232,2010-10-08,2016-11-04,2011.0,2017.0,2011.0,2014.0,2011.0,2017.0,3.0,-0.25,710.0,643.0,26.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,1.25,Rearrangement of Fuels,Rearrangement of Fuels,2.0,0.2711893730418441,0.3912435636292556,9.0,2.1574797877711025,0.9819113667419008,2398.0,2342.0,123.0,123.0,False,True,True,True,56,2342,123,123,2398,2010-03-25,True
804,32136,Concow Reforestation,R5,5.0,51103.0,Feather River Ranger District (11051103),03/25/2010,2010-02-02,2010.0,2010-03-25,2010.0,DM,0.0,0.0,0.0,51.0,1.0,0.0,1.0,2010-03-25,5.0,2010-06-25,2010-06-25,0.0,1.0,2010-05-03,2010-05-03,2010.0,2010.0,2010.0,2010.0,2010.0,2010.0,0.0,0.0,92.0,92.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Tree Release and Weed,Prune,1.0,-0.0,,1.0,-0.0,,143.0,92.0,92.0,39.0,True,True,True,True,51,92,92,39,143,2010-03-25,True
805,32138,Painted Rocks Fuels Reduction,R1,1.0,10304.0,West Fork Ranger District (11010304),03/25/2010,2011-08-17,2011.0,2011-11-17,2012.0,DM,0.0,1.0,0.0,92.0,1.0,0.0,0.0,2011-11-17,1.0,2018-10-21,2021-10-29,1104.0,1.0,2018-08-17,2021-10-29,2018.0,2022.0,2018.0,2021.0,2019.0,2022.0,3.0,0.0,1361.0,1361.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.85,Rearrangement of Fuels,Burning of Piled Material,1.0,-0.0,,7.0,1.7990370595847085,0.924522162782332,3726.0,3634.0,2530.0,2465.0,True,True,True,True,92,3634,2530,2465,3726,2010-03-25,True
806,32146,2010 Salvage Regeneration Project,R8,8.0,81003.0,Bayou Ranger District (11081003),03/26/2010,2010-03-16,2010.0,2010-03-31,2010.0,DM,0.0,1.0,0.0,15.0,0.0,0.0,1.0,2010-03-31,8.0,2010-04-01,2013-02-05,1041.0,1.0,2010-04-01,2013-02-05,2010.0,2013.0,2010.0,2013.0,2010.0,2013.0,3.0,0.0,335.0,335.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Stocking Survey,Plant Trees,1.0,-0.0,,0.0,0.0,-0.0,1057.0,1042.0,1.0,1.0,True,True,True,True,15,1042,1,1,1057,2010-03-26,True
807,32156,X-Fire Planting,R3,3.0,30704.0,Tusayan Ranger District (11030704),03/26/2010,2010-06-03,2010.0,2010-07-07,2010.0,DM,0.0,1.0,0.0,34.0,0.0,0.0,1.0,2010-07-07,3.0,2012-03-31,2017-06-15,1902.0,1.0,2012-03-26,2017-06-15,2012.0,2017.0,2012.0,2017.0,2012.0,2017.0,5.0,1.1,398.0,409.0,10.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Nonrange Fences - Area,Plant Trees,2.0,0.3250829733914482,0.4689955935892811,1.0,-0.0,,2569.0,2535.0,633.0,628.0,True,True,True,True,34,2535,633,628,2569,2010-03-26,True
808,32159,Integrated Pre-commercial Thinning,R6,6.0,60900.0,Olympic National Forest All Units (11060900),03/26/2010,2010-04-01,2010.0,2010-08-27,2010.0,DM,0.0,1.0,0.0,148.0,0.0,0.0,1.0,2010-08-27,6.0,2011-10-14,2011-11-29,46.0,0.8888888888888888,2010-09-23,2010-09-23,2010.0,2010.0,2010.0,2010.0,2012.0,2012.0,0.0,0.0,392.0,392.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Precommercial Thin,Precommercial Thin,1.0,-0.0,,0.0,0.0,-0.0,607.0,459.0,413.0,27.0,False,True,True,True,148,459,413,27,607,2010-03-26,True
809,32162,Ocala Fuel Reduction Mowing,R8,8.0,80502.0,Lake George Ranger District (11080502),03/26/2010,2010-09-15,2010.0,2012-03-06,2012.0,DN,0.0,0.0,0.0,538.0,1.0,0.0,0.0,2012-03-06,8.0,2012-12-24,2022-06-25,3470.0,0.7454545454545455,2012-08-27,2022-04-18,2012.0,2022.0,2012.0,2022.0,2013.0,2022.0,10.0,0.0,5799.0,5257.0,55.0,27.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.2195121951219512,Rearrangement of Fuels,Site Preparation for Planting - Manual,2.0,0.6929818821956966,0.9997615248696312,21.0,2.7899911196172864,0.9163969642817068,4301.0,3763.0,293.0,174.0,False,True,True,True,538,3763,293,174,4301,2010-03-26,True
810,32164,Nub Road Thinning,R8,8.0,80704.0,Homochitto Ranger District (11080704),03/26/2010,2010-02-03,2010.0,2010-08-13,2010.0,DN,1.0,0.0,0.0,191.0,0.0,1.0,0.0,2010-08-13,8.0,2015-08-06,2015-10-21,76.0,1.0,2013-07-31,2013-07-31,2013.0,2013.0,2013.0,2013.0,2015.0,2016.0,0.0,0.0,109.0,109.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,Commercial Thin,Commercial Thin,1.0,-0.0,,1.0,-0.0,,2086.0,1895.0,1819.0,1083.0,True,True,True,True,191,1895,1819,1083,2086,2010-03-26,True
811,32168,Grand Valley Spruce Beetle SAD Treatments,R2,2.0,20402.0,Grand Valley Ranger District (11020402),03/26/2010,2010-10-23,2011.0,2011-12-08,2012.0,DN,0.0,0.0,0.0,411.0,1.0,1.0,1.0,2011-12-08,2.0,2012-11-14,2021-12-12,3315.0,0.6204379562043796,2012-08-14,2021-12-12,2012.0,2022.0,2012.0,2028.0,2013.0,2022.0,16.0,-3.1548387096774198,4836.8,3651.4,137.0,27.0,27.0,1.0,80.0,0.0,2.0,0.0,0.0,0.0,5.0,0.4086021505376344,1.1764705882352942,"Salvage Cut (intermediate treatment, not regeneration)","Salvage Cut (intermediate treatment, not regeneration)",5.0,1.051925335322547,0.6535979593842325,34.0,2.9264375285798465,0.8298747414371037,4068.0,3657.0,342.0,250.0,False,True,True,True,411,3657,342,250,4068,2010-03-26,True
812,32205,Paradise Peak Fuels Reduction,R6,6.0,62112.0,Three Rivers Ranger District (11062112),03/26/2010,2011-04-21,2011.0,2012-03-02,2012.0,DM,0.0,1.0,0.0,316.0,1.0,0.0,0.0,2012-03-02,6.0,2012-05-11,2017-09-15,1953.0,0.7,2012-05-11,2017-09-15,2012.0,2017.0,2012.0,2017.0,2012.0,2017.0,5.0,0.0,4167.0,2712.0,10.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2222222222222222,0.8571428571428571,Precommercial Thin,Underburn - Low Intensity (Majority of Unit),2.0,0.6730116670092565,0.9709505944546688,9.0,2.19722457733622,1.0,2339.0,2023.0,70.0,70.0,False,True,True,True,316,2023,70,70,2339,2010-03-26,True
813,32222,Back Creek Mountain Vegetation Management Project,R8,8.0,80806.0,Warm Springs Ranger District (11080806),03/29/2010,2010-11-23,2011.0,2011-03-30,2011.0,DN,0.0,0.0,0.0,127.0,0.0,1.0,1.0,2011-03-30,8.0,2015-08-04,2016-09-29,422.0,1.0,2011-08-29,2016-06-15,2011.0,2016.0,2011.0,2016.0,2015.0,2016.0,5.0,0.0,393.0,393.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4736842105263157,Tree Release and Weed,Tree Release and Weed,1.0,-0.0,,3.0,0.9426749615639384,0.8580597279744427,2137.0,2010.0,1588.0,152.0,True,True,True,True,127,2010,1588,152,2137,2010-03-29,True
814,32303,EAB Sanitation CE,R9,9.0,90300.0,Chippewa National Forest All Units (11090300),03/30/2010,2010-07-26,2010.0,2010-10-06,2011.0,DM,0.0,1.0,0.0,72.0,0.0,0.0,1.0,2010-10-06,9.0,2012-03-13,2012-03-13,0.0,1.0,2011-11-09,2011-11-09,2012.0,2012.0,2009.0,2012.0,2012.0,2012.0,3.0,0.0,16.0,16.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,Group Selection Cut (UA/RH/FH),Stand Clearcut (EA/RH/FH),1.0,-0.0,,0.0,0.0,-0.0,596.0,524.0,524.0,399.0,True,True,True,True,72,524,524,399,596,2010-03-30,True
815,32315,Lower Trinity Plantation Thin and Timber Stand Improvement Project,R5,5.0,51053.0,Lower Trinity Ranger District (11051053),03/30/2010,2012-02-03,2012.0,2012-10-19,2013.0,DM,0.0,0.0,0.0,259.0,1.0,1.0,1.0,2012-10-19,5.0,2014-11-07,2015-05-14,188.0,1.0,2014-11-07,2015-05-14,2015.0,2015.0,2015.0,2015.0,2015.0,2015.0,0.0,-0.046875,114.3,112.8,32.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"Piling of Fuels, Hand or Machine ",Invasives - Mechanical /Physical,2.0,0.5941300227248385,0.8571484374283717,12.0,2.134023978411743,0.8587944253736081,1196.0,937.0,749.0,749.0,True,True,True,True,259,937,749,749,1196,2010-03-30,True
816,32317,Silver Lake Fire Hazard Reduction,R5,5.0,50351.0,Amador Ranger District (11050351),03/30/2010,2012-09-19,2012.0,2012-12-05,2013.0,DM,0.0,1.0,0.0,77.0,1.0,0.0,0.0,2012-12-05,5.0,2014-07-29,2017-11-15,1205.0,0.9411764705882352,2013-07-29,2017-11-15,2013.0,2018.0,2013.0,2018.0,2014.0,2018.0,5.0,-1.25,246.0,225.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3125,0.9375,Burning of Piled Material,Burning of Piled Material,1.0,-0.0,,7.0,1.863849559937296,0.9578291992783656,1883.0,1806.0,601.0,236.0,False,True,True,True,77,1806,601,236,1883,2010-03-30,True
817,32326,Southside Road,R1,1.0,11604.0,Ninemile Ranger District (11011604),03/30/2010,2010-04-10,2010.0,2010-05-20,2010.0,DM,0.0,1.0,0.0,40.0,1.0,0.0,1.0,2010-05-20,1.0,2011-10-15,2012-10-30,381.0,1.0,2011-10-15,2012-10-30,2012.0,2013.0,2011.0,2012.0,2012.0,2013.0,1.0,0.0,138.0,138.0,7.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Precommercial Thin,Precommercial Thin,2.0,0.6829081047004717,0.9852281360342516,3.0,1.0042424730540764,0.914100892018565,934.0,894.0,513.0,513.0,True,True,True,True,40,894,513,513,934,2010-03-30,True
818,32332,PINE RIDGE FUELS REDUCTION PROJECT,R5,5.0,51351.0,Hume Lake Ranger District (11051351),03/30/2010,2010-04-30,2010.0,2012-08-03,2012.0,DN,0.0,0.0,0.0,826.0,1.0,0.0,1.0,2012-08-03,5.0,2012-11-27,2014-12-01,734.0,0.75,2012-11-27,2014-12-01,2013.0,2015.0,2013.0,2015.0,2013.0,2015.0,2.0,-21.916666666666668,830.0,391.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Rearrangement of Fuels,Underburn - Low Intensity (Majority of Unit),1.0,-0.0,,9.0,1.9927981441098428,0.90696152075897,1676.0,850.0,116.0,116.0,False,True,True,True,826,850,116,116,1676,2010-03-30,True
819,32345,Lakeview Hazardous Fuels Reduction,R5,5.0,50854.0,Upper Lake Ranger District (11050854),03/30/2010,2011-03-28,2011.0,2012-09-10,2012.0,DN,1.0,0.0,0.0,532.0,1.0,1.0,1.0,2012-09-10,5.0,2014-07-15,2018-04-05,1360.0,0.7719298245614035,2013-06-03,2018-04-05,2013.0,2018.0,2012.0,2018.0,2014.0,2018.0,6.0,0.0,2379.1,2144.1,171.0,155.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1818181818181818,0.6515151515151515,Burning of Piled Material,"Piling of Fuels, Hand or Machine ",2.0,0.3107143595534217,0.4482660656607118,41.0,3.498202965324236,0.9420048682208,2565.0,2033.0,673.0,266.0,False,True,True,True,532,2033,673,266,2565,2010-03-30,True
820,32352,Salmon-Challis Whitebark Protection Project,R4,4.0,41302.0,Challis-Yankee Fork Ranger District (11041302),03/30/2010,2010-05-27,2010.0,2011-01-03,2011.0,DM,0.0,1.0,0.0,221.0,0.0,0.0,1.0,2011-01-03,4.0,2011-07-27,2016-11-21,1944.0,1.0,2011-07-27,2016-11-21,2011.0,2017.0,2011.0,2017.0,2011.0,2017.0,6.0,-2.0,367.0,347.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.2,Insect Prevention,Insect Prevention,3.0,1.0296530140645737,0.9372305632161296,2.0,0.5004024235381879,0.7219280948873623,2370.0,2149.0,205.0,205.0,True,True,True,True,221,2149,205,205,2370,2010-03-30,True
821,32362,The Rorie Project,R8,8.0,81001.0,Sylamore Ranger District (11081001),03/31/2010,2010-06-09,2010.0,2011-03-28,2011.0,DN,0.0,0.0,0.0,292.0,1.0,1.0,1.0,2011-03-28,8.0,2012-07-09,2022-02-28,3521.0,0.2267818574514039,2011-07-08,2022-02-28,2011.0,2022.0,2001.0,2025.0,2012.0,2022.0,24.0,-0.1908713692946058,5668.700000000001,4693.1,463.0,1.0,18.0,0.0,255.0,0.0,96.0,0.0,0.0,93.0,5.0,0.0871369294605809,0.923809523809524,Wildlife Habitat Edge Treatment,Site Preparation for Natural Regeneration - Chemical,5.0,1.1166512983590318,0.6938144613918146,131.0,4.656403220857046,0.9551209750417976,4282.0,3990.0,469.0,102.0,False,True,True,True,292,3990,469,102,4282,2010-03-31,True
822,32367,South Fork Fuels,R1,1.0,11404.0,Three Rivers Ranger District (11011404),03/31/2010,2010-11-19,2011.0,2013-04-29,2013.0,DN,0.0,0.0,0.0,892.0,1.0,1.0,0.0,2013-04-29,1.0,2013-09-27,2022-01-31,3048.0,0.791907514450867,2013-09-27,2022-01-31,2013.0,2022.0,2013.0,2036.0,2013.0,2022.0,23.0,0.4765133171912833,8238.9,6167.4,519.0,287.0,1.0,0.0,195.0,36.0,0.0,0.0,0.0,0.0,4.0,0.0847457627118644,0.2968369829683698,Certification-Planted,Improvement Cut,4.0,0.8925339571016075,0.643827156867746,35.0,1.063048819890864,0.2989999295443185,4091.0,3199.0,151.0,151.0,False,True,True,True,892,3199,151,151,4091,2010-03-31,True
823,32368,Hazardous Fuel Reduction within Compartments 13 and 16,R8,8.0,81007.0,St. Francis Ranger District (11081007),03/31/2010,2010-05-19,2010.0,2011-07-20,2011.0,DN,0.0,1.0,0.0,427.0,1.0,0.0,0.0,2011-07-20,8.0,2016-03-17,2018-03-08,721.0,1.0,2016-03-17,2018-03-08,2016.0,2018.0,2016.0,2018.0,2016.0,2018.0,2.0,0.0,2586.0,2586.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Underburn - Low Intensity (Majority of Unit),Underburn - Low Intensity (Majority of Unit),1.0,-0.0,,2.0,0.6931471805599453,1.0,2850.0,2423.0,1702.0,1702.0,True,True,True,True,427,2423,1702,1702,2850,2010-03-31,True
824,32435,Cougar,R8,8.0,81004.0,Pleasant Hill Ranger District (11081004),03/31/2010,2010-09-20,2010.0,2011-04-27,2011.0,DN,0.0,1.0,0.0,219.0,1.0,1.0,0.0,2011-04-27,8.0,2015-03-24,2022-01-22,2496.0,0.4856115107913669,2013-10-29,2022-01-22,2014.0,2022.0,2013.0,2031.0,2015.0,2022.0,18.0,-0.2073825503355704,9008.7,5284.4,278.0,1.0,0.0,0.0,237.0,1.0,39.0,0.0,0.0,0.0,4.0,0.3825503355704698,1.148148148148148,Stocking Survey,Tree Release and Weed,4.0,0.452048604165161,0.3260841397349279,81.0,4.100167334947274,0.9330332860007567,4142.0,3923.0,1427.0,916.0,False,True,True,True,219,3923,1427,916,4142,2010-03-31,True
825,32438,Curlew Sagebrush Protection Project,R4,4.0,41557.0,Westside Ranger District (11041557),03/31/2010,2010-07-01,2010.0,2011-11-14,2012.0,DN,0.0,1.0,0.0,501.0,1.0,0.0,0.0,2011-11-14,4.0,2012-07-20,2021-08-20,3318.0,1.0,2012-07-20,2021-08-20,2012.0,2021.0,2012.0,2021.0,2012.0,2021.0,9.0,0.0,4325.0,4325.0,103.0,86.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,Fuel Break,Fuel Break,3.0,0.5620647066056909,0.5116133438550042,10.0,2.1468130004098533,0.9323490397561628,4068.0,3567.0,249.0,249.0,True,True,True,True,501,3567,249,249,4068,2010-03-31,True
826,32442,Collins Slide Underburn & Restoration Log Removal,R6,6.0,62200.0,Columbia River Gorge National Scenic Area Unit (11062200),03/31/2010,2011-02-23,2011.0,2011-06-09,2011.0,DM,0.0,1.0,0.0,106.0,1.0,0.0,0.0,2011-06-09,6.0,2012-06-15,2017-10-18,1951.0,1.0,2012-06-15,2017-10-17,2012.0,2018.0,2012.0,2018.0,2012.0,2018.0,6.0,-2.25,54.5,50.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Liberation Cut,Invasives - Cultural /Fire,2.0,0.6931471805599453,1.0,1.0,-0.0,,2429.0,2323.0,372.0,372.0,True,True,True,True,106,2323,372,372,2429,2010-03-31,True
827,32458,Queensgate Floodplain and Riparian Restoration,R6,6.0,60502.0,Darrington Ranger District (11060502),03/31/2010,2010-03-25,2010.0,2011-08-29,2011.0,DN,0.0,0.0,0.0,522.0,0.0,0.0,1.0,2011-08-29,6.0,2012-07-01,2019-11-20,2698.0,0.75,2012-07-01,2019-11-20,2012.0,2020.0,2012.0,2022.0,2012.0,2020.0,10.0,0.0,71.6,65.1,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Plant Trees,Precommercial Thin,1.0,-0.0,,0.0,0.0,-0.0,3527.0,3005.0,307.0,307.0,False,True,True,True,522,3005,307,307,3527,2010-03-31,True
828,32460,Back Fire Reforestation,R5,5.0,50854.0,Upper Lake Ranger District (11050854),03/31/2010,2009-10-05,2010.0,2009-12-14,2010.0,DM,0.0,0.0,0.0,70.0,0.0,0.0,1.0,2009-12-14,5.0,2010-04-26,2012-03-30,704.0,1.0,2010-04-26,2012-03-30,2010.0,2012.0,2010.0,2012.0,2010.0,2012.0,2.0,0.0,94.0,94.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Plantation Survival Survey,Plant Trees,1.0,-0.0,,2.0,0.6365141682948128,0.9182958340544894,907.0,837.0,133.0,133.0,True,True,True,True,70,837,133,133,907,2010-03-31,True
829,32463,Howard Mill Precommercial Thinning,R5,5.0,50854.0,Upper Lake Ranger District (11050854),03/31/2010,2009-08-03,2009.0,2010-02-24,2010.0,DM,0.0,0.0,0.0,205.0,1.0,0.0,1.0,2010-02-24,5.0,2011-08-28,2014-07-01,1038.0,1.0,2010-09-24,2012-12-07,2010.0,2013.0,2010.0,2013.0,2011.0,2014.0,3.0,0.0,955.0,955.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,Burning of Piled Material,Broadcast Burning - Covers a majority of the unit,1.0,-0.0,,1.0,-0.0,,1793.0,1588.0,550.0,212.0,True,True,True,True,205,1588,550,212,1793,2010-03-31,True
830,32465,Mt. Magazine/Bear Hollow Prescribe Burn,R8,8.0,81006.0,Magazine Mountain Ranger District (11081006),03/31/2010,2010-06-15,2010.0,2010-07-27,2010.0,DM,0.0,1.0,0.0,42.0,1.0,0.0,0.0,2010-07-27,8.0,2012-03-27,2022-02-14,3611.0,0.75,2012-03-27,2022-02-14,2012.0,2022.0,2012.0,2022.0,2012.0,2022.0,10.0,0.0,4616.0,1877.0,20.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,Underburn - Low Intensity (Majority of Unit),Broadcast Burning - Covers a majority of the unit,2.0,0.4227090878059908,0.6098403047164005,12.0,2.319574996673585,0.9334656482453696,4262.0,4220.0,609.0,609.0,False,True,True,True,42,4220,609,609,4262,2010-03-31,True
831,32467,Baseball Precommercial Thinning,R5,5.0,50856.0,Covelo Ranger District (11050856),03/31/2010,2009-08-03,2009.0,2010-02-24,2010.0,DM,0.0,0.0,0.0,205.0,1.0,0.0,1.0,2010-02-24,5.0,2010-11-22,2020-01-31,3357.0,0.9545454545454546,2010-09-24,2020-01-31,2010.0,2020.0,2010.0,2020.0,2011.0,2020.0,10.0,0.0,1256.0,1256.0,22.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0454545454545454,0.3809523809523809,Burning of Piled Material,Broadcast Burning - Covers a majority of the unit,2.0,0.1849073991677756,0.266764987803026,5.0,1.086728886887029,0.675222621817992,3833.0,3628.0,271.0,212.0,False,True,True,True,205,3628,271,212,3833,2010-03-31,True
832,32476,Midstory Removal for Understory Vegetation Restoration in Longleaf Pine Stands 2010,R8,8.0,80104.0,Oakmulgee Ranger District (11080104),04/05/2010,2010-04-05,2010.0,2010-05-13,2010.0,DM,0.0,0.0,0.0,38.0,0.0,0.0,1.0,2010-05-13,8.0,2013-09-01,2013-09-01,0.0,1.0,2013-07-01,2013-07-01,2013.0,2013.0,2013.0,2013.0,2013.0,2013.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Site Preparation for Planting - Chemical,Site Preparation for Planting - Chemical,1.0,-0.0,,1.0,-0.0,,1245.0,1207.0,1207.0,1145.0,True,True,True,True,38,1207,1207,1145,1245,2010-04-05,True
833,32479,Antimony,R1,1.0,11600.0,Lolo National Forest All Units (11011600),04/07/2010,2010-04-06,2010.0,2012-07-30,2012.0,DN,0.0,1.0,0.0,846.0,1.0,0.0,1.0,2012-07-30,1.0,2014-01-01,2021-09-22,2821.0,0.9176136363636364,2012-09-30,2022-04-14,2012.0,2022.0,2012.0,2025.0,2014.0,2021.0,13.0,-0.0226586102719033,5466.4,4999.9,704.0,407.0,0.0,0.0,170.0,15.0,58.0,0.0,53.0,1.0,6.0,0.0271903323262839,0.3622291021671827,"Piling of Fuels, Hand or Machine ",Plant Trees,6.0,1.1516297484589393,0.642736800467474,38.0,3.354304326366191,0.922123677372496,4187.0,3341.0,520.0,62.0,False,True,True,True,846,3341,520,62,4187,2010-04-07,True
834,32480,Clear Creek,R1,1.0,11605.0,Plains/Thompson Falls Ranger District (11011605),04/07/2010,2010-04-06,2010.0,2014-09-02,2014.0,DN,0.0,1.0,0.0,1610.0,0.0,0.0,1.0,2014-09-02,1.0,2017-01-01,2022-05-05,1950.0,0.4070351758793969,2014-12-10,2022-05-05,2015.0,2022.0,2015.0,2028.0,2017.0,2022.0,13.0,0.4629629629629629,7359.4,2716.4,398.0,203.0,10.0,0.0,106.0,4.0,52.0,0.0,23.0,0.0,6.0,0.0493827160493827,0.4876543209876543,Stocking Survey,Certification-Planted,6.0,1.2652021901377375,0.7061227870517831,61.0,3.678909216010177,0.894921454066555,4412.0,2802.0,852.0,99.0,False,True,True,True,1610,2802,852,99,4412,2010-04-07,True
