NEPA_DOC_NBR,NEPA_SIGNED_DATE,REGION,DATE_COMP_MIN,DATE_COMP_MAX,PROJECT_DUR_CURRENT,PERCENT_PROJ_COMP,DATE_AWARD_MIN,DATE_AWARD_MAX,FY_AWARD_MIN,FY_AWARD_MAX,FY_PLAN_MIN,FY_PLAN_MAX,FY_COMP_MIN,FY_COMP_MAX,PROJECT_DUR_PLAN_YR,ACT_AREA_DIFF,TOT_AREA_PLAN,TOT_AREA_COMP,NBR_ACTIVITIES,FIRE,RANGE,REC,TIMBER,SAW,WILDLIFE,RESTORE,MISC,ENGI,RICHNESS_TEST,PLAN_TO_AWARD_AVE,PLAN_TO_COMP_AVE,FIRST_ACTIVITY,LAST_ACTIVITY,PROJ_RICHNESS,PROJ_DIVERSE,PROJ_EVENNESS,AREA_RICHNESS,AREA_DIVERSE,AREA_EVENNESS
22994,2009-07-06,2.0,2016-09-08,2021-09-30,1848.0,0.8333333333333334,2016-09-08,2021-09-30,2016.0,2021.0,2016,2021,2016.0,2021.0,5,0.0,320.0,182.0,6,0,0,0,6,0,0,0,0,0,1,0.0,0.0,Certification of Natural Regeneration without Site Prep,Certification of Natural Regeneration without Site Prep,1,-0.0,,3,0.8675632284814612,0.7896900821428474
22999,2009-10-16,9.0,2010-07-19,2020-08-17,3682.0,0.9744897959183674,2010-07-19,2020-08-17,2010.0,2020.0,2010,2024,2010.0,2020.0,14,0.0,2751.3,2699.3,196,4,42,35,69,20,25,0,0,1,7,0.005235602094240838,0.4031413612565445,Commercial Thin,Invasives - Mechanical /Physical,7,1.6071739782381385,0.8259240433163771,44,3.594124292632393,0.9497738327957236
23002,2008-03-19,6.0,2008-06-04,2013-09-21,1935.0,0.7666666666666667,2008-06-04,2013-09-21,2008.0,2013.0,2008,2013,2008.0,2013.0,5,0.0,1027.0,820.0,30,29,0,0,1,0,0,0,0,0,2,0.043478260869565216,0.043478260869565216,Underburn - Low Intensity (Majority of Unit),Underburn - Low Intensity (Majority of Unit),2,0.1461447460085638,0.21084230031853216,8,1.763969789559378,0.8482901558917544
23007,2008-07-23,6.0,2008-10-02,2021-11-01,4778.0,0.9343065693430657,2008-10-02,2021-11-01,2009.0,2022.0,2008,2030,2009.0,2022.0,22,0.078125,3632.0,3424.0,137,78,1,0,55,0,3,0,0,0,4,0.1640625,0.4609375,T&ES Species Survey,Burning of Piled Material,4,0.8066783671742681,0.5818954399573615,54,3.8523627669419755,0.9657503569762402
23013,2008-07-18,9.0,2009-09-10,2009-09-10,0.0,1.0,2009-09-10,2009-09-10,2009.0,2009.0,2009,2009,2009.0,2009.0,0,0.0,11.0,11.0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,Sanitation Cut,Sanitation Cut,1,-0.0,,1,-0.0,
23016,2009-07-02,4.0,2009-09-30,2009-09-30,0.0,0.5,2009-09-30,2009-09-30,2009.0,2009.0,2009,2014,2009.0,2009.0,5,0.0,94.0,57.0,2,1,0,0,0,0,0,0,1,0,2,0.0,0.0,Thinning for Hazardous Fuels Reduction,Insect Control,2,0.6931471805599453,1.0,1,-0.0,
23019,2008-05-19,1.0,2008-06-01,2012-11-05,1618.0,0.7954545454545454,2008-06-01,2012-11-05,2008.0,2013.0,2008,2013,2008.0,2013.0,5,1.542857142857143,1155.0,1110.1,44,25,0,1,18,0,0,0,0,0,3,0.6285714285714286,1.2,Stand Silviculture Prescription,Rearrangement of Fuels,3,0.7728581051947161,0.7034857639647213,4,1.3798798886518961,0.9953729361902528
23054,2008-11-14,2.0,2009-05-01,2010-06-10,405.0,0.7777777777777778,2009-05-01,2010-05-03,2009.0,2010.0,2009,2011,2009.0,2010.0,2,0.0,148.0,116.0,18,10,0,0,8,0,0,0,0,0,2,0.0,0.0,Silvicultural Stand Examination,"Piling of Fuels, Hand or Machine ",2,0.6869615765973234,0.9910760598382222,2,0.6931471805599453,1.0
23060,2008-05-27,5.0,2008-11-08,2014-09-02,2124.0,1.0,2008-11-08,2014-09-02,2009.0,2014.0,2008,2014,2009.0,2014.0,6,0.0,505.0,505.0,6,2,0,0,4,0,0,0,0,0,2,0.8333333333333334,0.8333333333333334,"Salvage Cut (intermediate treatment, not regeneration)",Stocking Survey,2,0.6365141682948128,0.9182958340544894,1,-0.0,
23063,2008-04-18,4.0,2008-08-28,2009-08-24,361.0,1.0,2008-08-18,2009-08-24,2008.0,2009.0,2008,2009,2008.0,2009.0,1,0.0,291.0,291.0,26,0,0,0,26,0,0,0,0,0,1,0.0,0.07692307692307693,Precommercial Thin,Precommercial Thin,1,-0.0,,1,-0.0,
23067,2009-07-31,9.0,2016-10-18,2021-06-16,1702.0,0.5478260869565217,2015-09-01,2021-06-16,2015.0,2021.0,2015,2021,2017.0,2021.0,6,0.0,4720.0,1151.0,115,0,0,0,69,0,46,0,0,0,2,0.031746031746031744,0.7142857142857143,Commercial Thin,Wildlife Habitat Large woody debris placement,2,0.6730116670092565,0.9709505944546688,22,3.0450704808408866,0.9851273564788855
23080,2018-07-23,5.0,2019-03-01,2022-04-21,1147.0,0.7307692307692307,2019-03-01,2022-04-21,2019.0,2022.0,2019,2021,2019.0,2022.0,2,-6.428571428571429,1583.0,1227.0,26,26,0,0,0,0,0,0,0,0,1,0.09523809523809523,0.10526315789473684,Burning of Piled Material,Burning of Piled Material,1,-0.0,,2,0.2711893730418441,0.3912435636292556
23094,2008-04-17,1.0,2013-06-01,2013-06-01,0.0,1.0,2013-06-01,2013-06-01,2013.0,2013.0,2013,2013,2013.0,2013.0,0,0.0,18.0,18.0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,Precommercial Thin,Precommercial Thin,1,-0.0,,1,-0.0,
23099,2008-06-16,9.0,2008-07-23,2008-07-25,2.0,0.75,2008-07-23,2008-07-25,2008.0,2008.0,2008,2009,2008.0,2008.0,1,0.0,8328.0,7328.0,4,0,3,0,0,0,0,0,1,0,2,0.0,0.0,Invasives - Pesticide Application,Invasives - Pesticide Application,2,0.5623351446188083,0.8112781244591328,0,0.0,-0.0
23107,2007-12-11,9.0,2008-05-20,2014-06-12,2214.0,1.0,2008-05-20,2014-06-12,2008.0,2014.0,2008,2014,2008.0,2014.0,6,-0.726027397260274,1746.0,1693.0,73,2,6,0,65,0,0,0,0,0,3,0.1095890410958904,0.1095890410958904,Plantation Survival Survey,Certification-Planted,3,0.4072810340291496,0.37072317343447175,2,0.6730116670092565,0.9709505944546688
23108,2008-03-26,9.0,2008-05-06,2018-07-23,3730.0,0.6666666666666666,2008-05-06,2018-07-23,2008.0,2018.0,2008,2018,2008.0,2018.0,10,0.0,728.7,532.7,75,9,0,0,0,0,66,0,0,0,2,1.12,1.12,Broadcast Burning - Covers a majority of the unit,Wildlife Habitat Prescribed fire,2,0.3669249912727096,0.5293608652873644,33,3.203025915993882,0.9160643469766991
23109,2008-07-18,5.0,2009-01-07,2012-01-19,1107.0,0.9166666666666666,2008-11-14,2012-01-19,2009.0,2012.0,2009,2011,2009.0,2012.0,2,0.0,301.8,266.8,12,2,0,0,10,0,0,0,0,0,2,0.09090909090909091,0.9090909090909091,Tree Release and Weed,Tree Release and Weed,2,0.45056120886630463,0.6500224216483541,2,0.45056120886630463,0.6500224216483541
23112,2008-04-16,9.0,2008-07-25,2017-09-15,3339.0,0.6333333333333333,2008-07-25,2017-09-15,2008.0,2017.0,2008,2025,2008.0,2017.0,17,-4.904950495049505,3387.6,1871.2,150,2,1,0,3,0,138,6,0,0,5,0.07920792079207921,0.2,T&ES resource monitoring,Wildlife Habitat Mechanical treatment,5,0.374677316801677,0.23280010611594093,17,2.678138956246084,0.9452655451678349
23114,2009-01-20,6.0,2016-08-01,2016-08-12,11.0,1.0,2016-08-01,2016-08-12,2016.0,2016.0,2016,2016,2016.0,2016.0,0,0.0,1000.0,1000.0,2,0,0,0,2,0,0,0,0,0,1,0.0,0.0,Certification of Natural Regeneration without Site Prep,Certification of Natural Regeneration without Site Prep,1,-0.0,,0,0.0,-0.0
23123,2008-10-02,6.0,2009-10-01,2015-10-28,2218.0,0.625,2009-10-01,2015-10-28,2010.0,2016.0,2008,2015,2010.0,2016.0,7,-109.84615384615384,5648.0,2813.0,16,10,3,0,3,0,0,0,0,0,3,1.0,1.0,Invasives - Pesticide Application,Site Preparation for Natural Regeneration - Burning,3,0.9214934308679616,0.8387794678549644,8,1.9600951351245586,0.9426065103715945
23126,2009-06-04,9.0,2010-10-22,2010-10-22,0.0,1.0,2010-10-22,2010-10-22,2011.0,2011.0,2011,2011,2011.0,2011.0,0,0.0,5.0,5.0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,Certification-Planted,Certification-Planted,1,-0.0,,0,0.0,-0.0
23134,2008-05-16,4.0,2010-05-12,2010-05-12,0.0,1.0,2010-05-12,2010-05-12,2010.0,2010.0,2010,2010,2010.0,2010.0,0,0.0,120.0,120.0,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,Thinning for Hazardous Fuels Reduction,Thinning for Hazardous Fuels Reduction,1,-0.0,,1,-0.0,
23135,2008-09-30,4.0,2009-06-16,2009-06-16,0.0,1.0,2009-05-25,2009-05-25,2009.0,2009.0,2009,2009,2009.0,2009.0,0,0.0,335.0,335.0,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,Thinning for Hazardous Fuels Reduction,Thinning for Hazardous Fuels Reduction,1,-0.0,,1,-0.0,
23139,2008-09-25,2.0,2009-09-04,2009-09-04,0.0,1.0,2009-07-29,2009-07-29,2009.0,2009.0,2009,2009,2009.0,2009.0,0,0.0,274.0,274.0,5,4,0,0,1,0,0,0,0,0,2,0.0,0.0,Thinning for Hazardous Fuels Reduction,Thinning for Hazardous Fuels Reduction,2,0.5004024235381879,0.7219280948873623,5,1.6094379124341005,1.0000000000000002
23141,2008-01-22,6.0,2009-10-01,2020-11-04,4052.0,0.9685534591194969,2009-09-14,2022-03-04,2009.0,2022.0,2009,2022,2010.0,2021.0,13,0.0,6452.8,6452.8,159,60,1,0,85,10,3,0,0,0,5,0.0,0.33116883116883117,Chipping of Fuels,Underburn - Low Intensity (Majority of Unit),5,0.9833210680633275,0.6109717314762152,52,3.7538601163626835,0.9500451968349832
23142,2008-05-20,6.0,2008-07-30,2019-10-15,4094.0,0.5649566955363091,2008-07-30,2019-10-15,2008.0,2020.0,1985,2021,2008.0,2020.0,36,-1.0875555555555556,26352.9,18005.4,1501,1034,2,0,465,0,0,0,0,0,3,0.5546666666666666,0.7169811320754716,Burning of Piled Material,Precommercial Thin,3,0.6285942234389652,0.5721711198051811,146,4.579258061588135,0.918864270233754
23143,2009-08-12,1.0,2009-10-01,2021-12-01,4444.0,0.9168975069252078,2009-10-01,2021-12-01,2010.0,2022.0,2009,2023,2010.0,2022.0,14,0.09063444108761329,4521.8,4170.4,361,133,0,0,228,0,0,0,0,0,2,0.16012084592145015,0.4622356495468278,"Piling of Fuels, Hand or Machine ",Plant Trees,2,0.6581099875431143,0.9494520153879485,29,3.3483172706908415,0.9943638574530267
23144,2009-05-14,2.0,2011-09-15,2016-06-30,1750.0,0.6,2011-09-15,2016-06-30,2011.0,2016.0,2011,2019,2011.0,2016.0,8,0.0,82264.0,15661.0,5,0,5,0,0,0,0,0,0,0,1,0.0,0.0,Acres Improved - Construction/Reconstruction of Range Grz Structural Improv Area,Range Fences - Area,1,-0.0,,0,0.0,-0.0
23146,2008-06-27,2.0,2009-02-20,2014-09-29,2047.0,0.9433962264150944,2009-02-20,2014-09-02,2009.0,2014.0,2009,2014,2009.0,2014.0,5,0.0,906.0,846.0,53,0,0,0,53,0,0,0,0,0,1,0.12,0.12,Stocking Survey,Stocking Survey,1,-0.0,,0,0.0,-0.0
23147,2009-04-20,6.0,2009-08-17,2015-11-05,2271.0,0.37477148080438755,2009-07-23,2015-11-05,2009.0,2016.0,2009,2028,2009.0,2016.0,19,-3.301016949152542,25768.100000000002,5897.8,547,306,80,0,161,0,0,0,0,0,3,0.13220338983050847,0.7073170731707317,"Piling of Fuels, Hand or Machine ",Precommercial Thin,3,0.9660844976069216,0.879368005957901,124,4.519105358449418,0.9375189596174938
23148,2008-06-06,6.0,2010-04-15,2012-05-15,761.0,1.0,2010-04-15,2012-05-15,2010.0,2012.0,2010,2012,2010.0,2012.0,2,0.0,1487.0,1487.0,7,0,0,0,7,0,0,0,0,0,1,0.0,0.0,Plant Trees,Plant Trees,1,-0.0,,7,1.945910149055313,0.9999999999999999
23155,2008-04-15,10.0,,,,0.0,2008-08-02,2008-08-07,2008.0,2008.0,2008,2008,,,0,0.0,100.0,100.0,4,0,0,0,0,0,4,0,0,0,1,0.0,,Wildlife Habitat Mechanical treatment,Wildlife Habitat Mechanical treatment,1,-0.0,,0,0.0,-0.0
23167,2008-08-11,6.0,2008-11-01,2014-08-12,2110.0,1.0,2008-11-01,2014-08-12,2009.0,2014.0,2008,2014,2009.0,2014.0,6,-0.021428571428571352,1058.0,1057.7,14,8,3,0,3,0,0,0,0,0,3,0.07142857142857142,0.07142857142857142,Invasives - Pesticide Application,"Piling of Fuels, Hand or Machine ",3,0.9799711820833055,0.8920082108960955,4,1.2396593920543855,0.8942252286541446
23168,2008-05-22,6.0,2008-06-15,2015-04-29,2509.0,1.0,2008-06-10,2014-07-31,2008.0,2014.0,2008,2014,2008.0,2015.0,6,-0.21782178217821782,1953.0,1931.0,101,0,0,0,99,2,0,0,0,0,2,0.0,0.0297029702970297,Precommercial Thin,Precommercial Thin,2,0.09726745224280113,0.14032727099059328,42,3.3214505661453755,0.8886420966417162
23175,2008-08-29,5.0,2009-12-03,2014-09-30,1762.0,0.9523809523809523,2009-12-03,2014-09-30,2010.0,2014.0,2010,2014,2010.0,2014.0,4,-0.2,2223.0,2089.0,21,3,0,0,18,0,0,0,0,0,2,0.0,0.0,Burning of Piled Material,Plantation Survival Survey,2,0.410116318288409,0.5916727785823274,2,0.5982695885852573,0.8631205685666311
23178,2008-04-02,9.0,2008-04-05,2019-04-01,4013.0,0.8,2008-04-05,2019-04-01,2008.0,2019.0,2008,2022,2008.0,2019.0,14,-0.4305555555555556,526.0,385.5,45,0,2,0,0,0,43,0,0,0,2,0.0,0.0,Wildlife Habitat Prescribed fire,Invasives - Mechanical /Physical,2,0.18182028230491803,0.2623112196143366,5,0.7129615658799713,0.4429879278795503
23182,2008-07-16,6.0,2011-09-24,2011-09-24,0.0,1.0,2011-09-24,2011-09-24,2011.0,2011.0,2011,2011,2011.0,2011.0,0,-113.0,124.0,11.0,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,Underburn - Low Intensity (Majority of Unit),Underburn - Low Intensity (Majority of Unit),1,-0.0,,1,-0.0,
23183,2008-07-16,6.0,2014-09-30,2014-09-30,0.0,1.0,2014-09-30,2014-09-30,2014.0,2014.0,2013,2013,2014.0,2014.0,0,-106.0,124.0,18.0,1,1,0,0,0,0,0,0,0,0,1,1.0,1.0,Underburn - Low Intensity (Majority of Unit),Underburn - Low Intensity (Majority of Unit),1,-0.0,,1,-0.0,
23188,2010-12-16,6.0,2012-07-31,2021-07-01,3257.0,0.8956276445698167,2011-08-31,2021-07-01,2011.0,2021.0,2011,2023,2012.0,2021.0,12,-0.04804381846635368,12918.2,11736.0,709,174,286,0,106,51,92,0,0,0,5,0.13302034428794993,0.47244094488188976,Watershed Resource Road Closure - Length,Certification-Planted,5,1.4494105613824275,0.9005694163065608,91,4.066180143892776,0.9014202588261407
23190,2008-03-19,6.0,2018-05-09,2018-05-09,0.0,1.0,2018-05-09,2018-05-09,2018.0,2018.0,2018,2018,2018.0,2018.0,0,-131.7,176.7,45.0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,Invasives - Mechanical /Physical,Invasives - Mechanical /Physical,1,-0.0,,1,-0.0,
23205,2008-08-27,2.0,2014-03-20,2014-03-20,0.0,1.0,2014-03-20,2014-03-20,2014.0,2014.0,2014,2014,2014.0,2014.0,0,0.0,200.0,200.0,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,1,-0.0,,1,-0.0,
23214,2008-09-08,2.0,2009-01-12,2009-01-29,17.0,0.46153846153846156,2009-01-12,2009-01-29,2009.0,2009.0,2009,2010,2009.0,2009.0,1,0.0,4387.0,87.0,13,13,0,0,0,0,0,0,0,0,1,0.0,0.0,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,1,-0.0,,7,1.925121190790818,0.9893165888082819
23220,2008-04-11,4.0,2009-09-01,2019-09-15,3666.0,0.9951219512195122,2009-09-01,2017-07-13,2009.0,2017.0,2009,2022,2009.0,2019.0,13,0.0,4349.0,4329.0,205,16,0,0,177,0,0,12,0,0,3,0.004901960784313725,0.37745098039215685,"Pollinator habitat improved, restored or maintained",Precommercial Thin,3,0.4919914327049435,0.4478299012123774,53,3.1603272151037234,0.7959936659358271
23229,2009-07-07,6.0,2013-07-15,2019-09-11,2249.0,1.0,2009-09-29,2019-09-11,2009.0,2019.0,2009,2019,2013.0,2019.0,10,-0.00882352941176483,3327.5,3327.2,34,14,0,0,2,0,13,0,0,5,4,0.17647058823529413,0.7058823529411765,Native Species Established,Wildlife habitat non-structural maintenance,4,1.1815185191778088,0.8522854541681483,4,1.057769684949018,0.7630195394393147
23231,2008-03-14,5.0,2010-07-01,2020-03-03,3533.0,0.9473684210526315,2010-07-01,2020-03-03,2010.0,2020.0,2009,2020,2010.0,2020.0,11,1.9444444444444444,918.0,884.0,19,6,0,0,13,0,0,0,0,0,2,1.7777777777777777,2.2222222222222223,"Salvage Cut (intermediate treatment, not regeneration)",Marking/Designation,2,0.6236548495681085,0.8997437586982626,4,1.020036958401841,0.7358011307048989
23234,2010-08-05,5.0,2010-09-01,2017-10-31,2617.0,1.0,2010-09-01,2017-10-31,2010.0,2018.0,2010,2016,2010.0,2018.0,6,0.0,202.0,202.0,6,5,0,0,1,0,0,0,0,0,2,2.0,2.0,Fuel Break,Burning of Piled Material,2,0.45056120886630463,0.6500224216483541,2,0.6931471805599453,1.0
23238,2007-05-22,8.0,2008-07-14,2008-07-14,0.0,1.0,2008-07-14,2008-07-14,2008.0,2008.0,2008,2008,2008.0,2008.0,0,0.0,12.0,12.0,3,0,0,0,0,0,3,0,0,0,1,0.0,0.0,Inland Fish Structural Improvements,Inland Fish Habitat Access Management (Closures),1,-0.0,,3,1.0986122886681096,0.9999999999999998
23271,2008-01-30,5.0,2008-06-27,2012-10-10,1566.0,0.7142857142857143,2008-06-27,2013-09-20,2008.0,2013.0,2008,2012,2008.0,2013.0,4,-29.633333333333336,4641.400000000001,3486.0,14,5,0,0,9,0,0,0,0,0,2,0.5833333333333334,0.2,"Piling of Fuels, Hand or Machine ","Salvage Cut (intermediate treatment, not regeneration)",2,0.6517565611726531,0.940285958670631,6,1.6731183626432509,0.9337851376692217
23278,2014-07-01,1.0,2015-05-01,2022-02-08,2475.0,1.0,2015-05-01,2021-11-17,2015.0,2022.0,2015,2021,2015.0,2022.0,6,0.0,44214.299999999996,44214.299999999996,36,1,35,0,0,0,0,0,0,0,2,0.1388888888888889,0.1388888888888889,Range Cover Manipulation,Acres Improved - Construction/Reconstruction of Range Grz Structural Improv Area,2,0.12693054534140227,0.1831220683013728,30,3.3790925052297323,0.9935008545662173
23283,2008-08-05,6.0,,,,0.0,,,,,2024,2028,,,4,,69.0,0.0,56,0,50,0,0,6,0,0,0,0,2,,,Invasives - Treatment Activity Monitoring,Watershed Resource Non-Structural Improvements Riparian,2,0.3404997784712986,0.4912373418243331,1,-0.0,
23287,2008-11-18,5.0,2010-09-30,2012-02-29,517.0,0.8,2009-07-28,2012-02-29,2009.0,2012.0,2009,2024,2010.0,2012.0,15,0.0,605.9,450.0,5,2,0,0,2,0,0,0,1,0,3,0.0,1.0,Commercial Thin,Burning of Piled Material,3,1.0549201679861442,0.9602297178607612,1,-0.0,
23288,2009-07-20,5.0,2009-07-28,2016-10-01,2622.0,0.558055805580558,2009-07-28,2016-10-01,2009.0,2017.0,2007,2016,2009.0,2017.0,9,-0.3022922636103152,76148.5,41268.5,1111,3,3,0,1102,0,3,0,0,0,4,0.015759312320916905,0.2564516129032258,Plant Trees,Plantation Survival Survey,4,0.055979369062146164,0.04038057906902567,2,0.37677016125643675,0.5435644431995964
23289,2008-04-07,4.0,2012-09-01,2021-09-30,3316.0,0.34146341463414637,2008-10-23,2021-09-01,2009.0,2021.0,2009,2037,2012.0,2021.0,28,0.004117647058823531,2640.9,1955.0,287,114,79,1,93,0,0,0,0,0,4,0.7705882352941177,3.520408163265306,Invasives - Treatment Activity Monitoring,Invasives - Treatment Activity Monitoring,4,1.1067130299578092,0.7983247000036651,11,2.0415610923403857,0.8513971045774076
23295,2009-05-12,6.0,2009-07-09,2012-02-14,950.0,0.9310344827586207,2009-07-09,2012-02-14,2009.0,2012.0,2009,2012,2009.0,2012.0,3,0.041379310344827565,491.4,492.59999999999997,29,13,0,0,16,0,0,0,0,0,2,0.10344827586206896,0.4444444444444444,Plant Trees,Underburn - Low Intensity (Majority of Unit),2,0.6877868229921127,0.9922666387194963,10,2.243452087927998,0.9743188622014585
23296,2008-03-25,5.0,2008-05-15,2015-06-25,2597.0,1.0,2008-04-23,2015-04-14,2008.0,2015.0,2008,2015,2008.0,2015.0,7,0.0,274.7,274.7,27,0,0,0,27,0,0,0,0,0,1,0.0,0.0,Single-tree Selection Cut (UA/RH/FH),Single-tree Selection Cut (UA/RH/FH),1,-0.0,,13,2.309632530938063,0.9004593109096882
23297,2008-08-05,5.0,2009-01-15,2017-10-10,3190.0,1.0,2009-01-15,2017-10-10,2009.0,2018.0,2009,2018,2009.0,2018.0,9,0.07547169811320754,1130.5,1134.5,53,3,0,0,50,0,0,0,0,0,2,0.0,0.05660377358490566,Natural Recovery,Site Preparation for Planting - Mechanical,2,0.217518571336808,0.3138129641688651,5,1.194232643997477,0.7420184617071247
23307,2008-06-23,3.0,2010-09-17,2013-04-30,956.0,0.75,2009-08-15,2013-04-30,2009.0,2013.0,2009,2013,2010.0,2013.0,4,0.0,9290.0,9290.0,4,0,3,0,1,0,0,0,0,0,2,0.0,0.0,Range Control Vegetation,Harvest Without Restocking,2,0.5623351446188083,0.8112781244591328,3,1.0986122886681096,0.9999999999999998
23308,2007-11-15,8.0,2008-02-11,2020-09-16,4601.0,0.9230769230769231,2008-01-08,2020-09-16,2008.0,2020.0,2008,2023,2008.0,2020.0,15,0.0,455.0,427.0,13,0,0,0,13,0,0,0,0,0,1,0.0,0.08333333333333333,Site Preparation for Planting - Mechanical,Precommercial Thin,1,-0.0,,3,0.9002560512685369,0.8194483718728035
23311,2010-09-30,4.0,2011-11-07,2014-10-03,1061.0,1.0,2011-10-19,2014-10-03,2012.0,2015.0,2012,2015,2012.0,2015.0,3,0.0,161.0,161.0,2,2,0,0,0,0,0,0,0,0,1,0.0,0.0,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,1,-0.0,,1,-0.0,
23313,2009-11-13,6.0,2011-08-08,2022-01-25,3823.0,0.8448275862068966,2011-06-15,2022-01-25,2011.0,2022.0,2010,2022,2011.0,2022.0,12,-2.6886363636363635,13670.0,10704.0,464,226,0,0,238,0,0,0,0,0,2,0.47954545454545455,1.4515306122448979,"Piling of Fuels, Hand or Machine ",Yarding - Removal of Fuels by Carrying or Dragging,2,0.6928127199647303,0.9995174753579105,133,4.662401124156622,0.953388194157823
23332,2009-07-24,5.0,2012-09-11,2021-10-11,3317.0,0.5,2009-09-25,2021-02-01,2009.0,2021.0,2009,2026,2012.0,2022.0,17,0.0,6690.2,2417.2,166,55,0,0,65,20,14,0,12,0,5,1.982608695652174,4.9397590361445785,Precommercial Thin,Commercial Thin,5,1.3865731762230988,0.8615263537106923,35,3.2182586229346293,0.9051880623992774
23333,2010-05-06,5.0,2012-07-15,2018-10-15,2283.0,0.9494949494949495,2011-09-22,2017-06-20,2011.0,2017.0,2011,2020,2012.0,2019.0,9,0.0,307.8,193.8,99,37,0,0,48,0,0,0,14,0,3,0.10526315789473684,1.9680851063829787,Commercial Thin,Precommercial Thin,3,0.9954389015888456,0.9060875359364993,20,2.844347716932722,0.9494665935411933
23334,2009-10-16,9.0,2010-05-19,2022-05-20,4384.0,0.7047244094488189,2010-01-29,2022-05-20,2010.0,2022.0,2010,2029,2010.0,2022.0,19,-19.810407239819007,51994.0,37168.3,254,106,4,0,115,0,19,8,0,2,6,0.058823529411764705,0.45251396648044695,Harvest Without Restocking,Harvest Without Restocking,6,1.1298418123695075,0.6305767218053426,124,4.490213539150071,0.9315251563705
23339,2012-06-11,8.0,2014-05-22,2021-09-15,2673.0,0.8548387096774194,2013-06-06,2021-09-15,2013.0,2021.0,2013,2023,2014.0,2021.0,10,-4.633333333333334,4776.0,3612.0,62,0,1,0,28,0,33,0,0,0,3,0.0,0.8301886792452831,T&ES structural habitat improvement,T&ES structural habitat improvement,3,0.7612234848305826,0.6928954761223755,5,1.3404382202982768,0.8328610938902323
2334,2007-06-12,2.0,2008-10-04,2021-09-30,4744.0,0.5714285714285714,2008-08-21,2021-06-10,2008.0,2021.0,2007,2025,2009.0,2021.0,18,0.004975124378109453,25997.1,14867.5,350,114,79,0,154,1,0,0,0,2,5,0.7960199004975125,1.82,Range Forage Improvement,"Salvage Cut (intermediate treatment, not regeneration)",5,1.1088188727843566,0.6889479017599308,30,1.894302003304388,0.5569515058190031
23340,2008-03-26,4.0,2008-09-01,2014-08-19,2178.0,0.8723404255319149,2008-09-01,2014-08-19,2008.0,2014.0,2007,2014,2008.0,2014.0,7,-0.04316546762589928,14637.0,14492.0,282,0,0,0,281,1,0,0,0,0,2,0.017985611510791366,0.36585365853658536,Plantation Survival Survey,Plantation Survival Survey,2,0.02354656709845907,0.03397051558290613,3,0.9556998911125343,0.8699155297736259
23342,2008-04-24,4.0,2008-08-30,2009-09-23,389.0,1.0,2008-07-24,2009-09-21,2008.0,2009.0,2008,2009,2008.0,2009.0,1,0.0,1850.0,1850.0,52,3,0,0,42,0,7,0,0,0,3,0.0,0.0,TSI Certification - Release/weeding,Rearrangement of Fuels,3,0.6070257978642545,0.5525386927904978,1,-0.0,
23343,2010-10-07,8.0,2011-12-14,2017-07-31,2056.0,0.9772727272727273,2011-03-01,2017-07-31,2011.0,2017.0,2011,2017,2012.0,2017.0,6,0.0,3458.4,3458.4,44,0,2,0,20,0,20,0,0,2,4,0.0,0.32558139534883723,Site Preparation for Planting - Mechanical,T&ES structural habitat improvement,4,0.9977832779091834,0.7197484934607566,3,0.24775082745153582,0.22551252157564497
23344,2008-02-08,8.0,2008-02-08,2022-01-30,5105.0,0.9789473684210527,2008-02-08,2022-01-30,2008.0,2022.0,2007,2025,2008.0,2022.0,18,-11.881720430107526,70644.0,67415.0,95,79,1,0,8,0,7,0,0,0,4,0.06451612903225806,0.06451612903225806,Wildlife Habitat Prescribed fire,Broadcast Burning - Covers a majority of the unit,4,0.6018423261087452,0.43413746963708255,21,2.6051662005439136,0.855689604472732
23369,2009-05-18,6.0,2015-11-18,2019-06-25,1315.0,0.828125,2014-08-15,2019-04-24,2014.0,2019.0,2014,2030,2016.0,2019.0,16,-0.45614035087719296,1568.0,1393.0,64,0,0,0,64,0,0,0,0,0,1,0.0,1.0943396226415094,Precommercial Thin,Precommercial Thin,1,-0.0,,59,4.0600556256360605,0.9957126529160909
23372,2009-06-17,2.0,2010-01-15,2021-01-15,4018.0,1.0,2009-11-23,2021-01-15,2010.0,2021.0,2009,2021,2010.0,2021.0,12,-0.19792342634652824,83109.20000000001,82804.20000000001,1541,423,31,0,1079,0,8,0,0,0,4,0.9448410123296561,1.4613887086307593,Commercial Thin,Precommercial Thin,4,0.7103121176545861,0.5123818848118047,305,5.45632535052596,0.953851042322379
