NEPA_DOC_NBR,PROJECT NAME,LMU – REGION,REGION_ID,DISTRICT_ID,LMU (ACTUAL),PROJECT CREATED,INITIATION DATE,INITIATION FY,DECISION SIGNED,SIGNED FY,DECISION TYPE,APPEALED OR OBJECTED?,NO COMMENTS OR ONLY SUPPORT?,LITIGATED?,ELAPSED DAYS,HF Fuels management – purpose,TM Forest products – purpose,VM Vegetation management (non-forest products) – purpose,NEPA_SIGNED_DATE,REGION,DATE_COMP_MIN,DATE_COMP_MAX,PROJECT_DUR_CURRENT,PERCENT_PROJ_COMP,DATE_AWARD_MIN,DATE_AWARD_MAX,FY_AWARD_MIN,FY_AWARD_MAX,FY_PLAN_MIN,FY_PLAN_MAX,FY_COMP_MIN,FY_COMP_MAX,PROJECT_DUR_PLAN_YR,ACT_AREA_DIFF,TOT_AREA_PLAN,TOT_AREA_COMP,NBR_ACTIVITIES,FIRE,RANGE,REC,TIMBER,SAW,WILDLIFE,RESTORE,MISC,ENGI,RICHNESS_TEST,PLAN_TO_AWARD_AVE,PLAN_TO_COMP_AVE,FIRST_ACTIVITY,LAST_ACTIVITY,PROJ_RICHNESS,PROJ_DIVERSE,PROJ_EVENNESS,AREA_RICHNESS,AREA_DIVERSE,AREA_EVENNESS,TOTAL_PROJECT_DAYS,NEPA_TO_LAST_ACT,NEPA_TO_FIRST_ACT,NEPA_TO_CONTRACT
26901,Split Creek Precommercial Thinning,R4,4.0,41552.0,Ashton/Island Park Ranger District (11041552),12/05/2008,2009-02-14,2009.0,2009-12-16,2010.0,DN,1.0,0.0,1.0,305.0,0.0,0.0,1.0,2009-12-16,4.0,2010-07-08,2011-11-03,483.0,0.9193548387096774,2010-07-08,2011-11-03,2010.0,2012.0,2010.0,2012.0,2010.0,2012.0,2.0,0.0,5906.0,5727.0,62.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,2.0,0.13114754098360656,0.21052631578947367,Precommercial Thin,Precommercial Thin,2.0,0.08256493803586595,0.11911602665564837,42.0,3.64914358299215,0.9763151791538289,992.0,687.0,204.0,204.0
26936,Little Grizzly Project,R5,5.0,50555.0,Scott River Ranger District (11050555),12/08/2008,2009-02-13,2009.0,2010-10-18,2011.0,DM,0.0,0.0,0.0,612.0,1.0,1.0,0.0,2010-10-18,5.0,2011-01-01,2016-10-15,2114.0,1.0,2011-01-01,2016-10-15,2011.0,2017.0,2009.0,2017.0,2011.0,2017.0,8.0,0.0,302.0,302.0,25.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.36,1.92,Stand Diagnosis Prepared,Commercial Thin,2.0,0.6730116670092565,0.9709505944546688,3.0,1.0920192874506351,0.9939987916706561,2801.0,2189.0,75.0,75.0
26937,Hiouchi Community Protection Project,R5,5.0,51051.0,Gasquet Ranger District/Smith River NRA (11051051),12/08/2008,2009-01-23,2009.0,2009-03-09,2009.0,DM,0.0,1.0,0.0,45.0,1.0,0.0,0.0,2009-03-09,5.0,2009-06-19,2015-05-07,2148.0,1.0,2009-06-19,2015-05-07,2009.0,2015.0,2009.0,2015.0,2009.0,2015.0,6.0,0.0,149.5,149.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Thinning for Hazardous Fuels Reduction,Thinning for Hazardous Fuels Reduction,1.0,-0.0,,1.0,-0.0,,2295.0,2250.0,102.0,102.0
26938,Coon Mountain Meadow Restoration Project,R5,5.0,51051.0,Gasquet Ranger District/Smith River NRA (11051051),12/08/2008,2009-01-26,2009.0,2009-03-09,2009.0,DM,0.0,1.0,0.0,42.0,1.0,0.0,0.0,2009-03-09,5.0,2009-06-12,2015-02-11,2070.0,0.967741935483871,2009-06-11,2015-02-11,2009.0,2015.0,2009.0,2015.0,2009.0,2015.0,6.0,-0.06666666666666667,2815.0,1311.0,62.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06666666666666667,0.11666666666666667,Burning of Piled Material,"Piling of Fuels, Hand or Machine ",2.0,0.08256493803586595,0.11911602665564837,6.0,0.6929506218902814,0.3867431057522614,2207.0,2165.0,95.0,94.0
26944,2009 Medford Spruce Thinning,R9,9.0,91301.0,Medford-Park Falls Ranger District (11091301),12/09/2008,2009-01-12,2009.0,2009-05-26,2009.0,DM,0.0,1.0,0.0,134.0,0.0,1.0,0.0,2009-05-26,9.0,2011-02-18,2011-02-18,0.0,1.0,2010-07-28,2010-07-28,2010.0,2010.0,2010.0,2010.0,2011.0,2011.0,0.0,0.0,50.0,50.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Commercial Thin,Commercial Thin,1.0,-0.0,,2.0,0.6931471805599453,1.0,767.0,633.0,633.0,428.0
26948,Inyan Kara Restoration,R2,2.0,20301.0,Bearlodge Ranger District (11020301),12/09/2008,2009-04-10,2009.0,2009-12-14,2010.0,DM,0.0,0.0,0.0,248.0,1.0,0.0,1.0,2009-12-14,2.0,2010-09-10,2010-12-15,96.0,1.0,2010-09-10,2010-12-15,2010.0,2011.0,2010.0,2010.0,2010.0,2011.0,0.0,0.0,1373.0,1373.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,Thinning for Hazardous Fuels Reduction,Low Intensity Stand Examination,2.0,0.6931471805599453,1.0,1.0,-0.0,,614.0,366.0,270.0,270.0
26953,Chumstick Fuels Reduction Project,R6,6.0,61707.0,Wenatchee River Ranger District (11061707),12/09/2008,2009-02-05,2009.0,2011-05-27,2011.0,DN,0.0,1.0,0.0,841.0,1.0,0.0,0.0,2011-05-27,6.0,2011-09-20,2021-10-27,3690.0,0.23478260869565218,2011-09-20,2021-10-27,2011.0,2022.0,2011.0,2023.0,2011.0,2022.0,12.0,0.0,17047.8,8213.2,460.0,317.0,0.0,0.0,142.0,1.0,0.0,0.0,0.0,0.0,3.0,0.7577639751552795,0.6388888888888888,Burning of Piled Material,Underburn - Low Intensity (Majority of Unit),3.0,0.632749740573408,0.5759536345078708,104.0,4.421009999600557,0.9519030795659097,4647.0,3806.0,116.0,116.0
26960,Big Creek Plantation Precommercial Thinning 2,R5,5.0,51654.0,Groveland Ranger District (11051654),12/09/2008,2009-01-02,2009.0,2009-05-05,2009.0,DM,0.0,1.0,0.0,123.0,0.0,0.0,1.0,2009-05-05,5.0,2011-06-15,2013-08-01,778.0,1.0,2010-09-07,2010-09-07,2010.0,2010.0,2010.0,2010.0,2011.0,2013.0,0.0,0.34,126.5,128.2,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Precommercial Thin,Precommercial Thin,1.0,-0.0,,3.0,0.9502705392332347,0.8649735207179272,1672.0,1549.0,771.0,490.0
27015,2009 Forage Enhancement on McKenzie River RD,R6,6.0,61801.0,McKenzie River Ranger District (11061801),12/11/2008,2009-01-01,2009.0,2009-05-15,2009.0,DM,0.0,0.0,0.0,134.0,0.0,0.0,1.0,2009-05-15,6.0,2009-10-29,2010-06-21,235.0,1.0,2009-10-29,2010-06-21,2010.0,2010.0,2010.0,2010.0,2010.0,2010.0,0.0,0.0,60.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Wildlife Habitat Mechanical treatment,Wildlife Habitat Mechanical treatment,1.0,-0.0,,2.0,0.6931471805599453,1.0,536.0,402.0,167.0,167.0
27023,Pierce Reforestation,R3,3.0,30102.0,Black Mesa Ranger District (11030102),12/11/2008,2009-01-30,2009.0,2009-09-10,2009.0,DM,0.0,0.0,0.0,223.0,0.0,0.0,1.0,2009-09-10,3.0,2010-04-10,2014-09-12,1616.0,0.875,2009-09-24,2014-09-12,2009.0,2014.0,2009.0,2020.0,2010.0,2014.0,11.0,0.0,918.0,865.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21428571428571427,0.35714285714285715,Animal Damage Control for Reforestation,Plantation Survival Survey,1.0,-0.0,,0.0,0.0,-0.0,2051.0,1828.0,212.0,14.0
27024,Bruno Thinning & Slash Treatment,R3,3.0,30102.0,Black Mesa Ranger District (11030102),12/11/2008,2009-06-08,2009.0,2009-09-29,2009.0,DM,0.0,1.0,0.0,113.0,1.0,0.0,0.0,2009-09-29,3.0,2010-08-16,2011-01-31,168.0,1.0,2010-08-16,2011-01-31,2010.0,2011.0,2009.0,2011.0,2010.0,2011.0,2.0,0.0,140.0,140.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,TSI Certification - Thinning,Burning of Piled Material,2.0,0.6931471805599453,1.0,1.0,-0.0,,602.0,489.0,321.0,321.0
27057,Little Nestucca Large Wood Restoration Project,R6,6.0,61201.0,Hebo Ranger District (11061201),12/12/2008,2009-02-25,2009.0,2009-07-09,2009.0,DM,0.0,0.0,0.0,134.0,0.0,0.0,1.0,2009-07-09,6.0,2017-06-12,2017-06-12,0.0,0.3333333333333333,2015-09-28,2017-06-01,2015.0,2017.0,2015.0,2017.0,2017.0,2017.0,2.0,0.0,84.0,84.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,Wildlife habitat inventory,Wildlife habitat inventory,1.0,-0.0,,0.0,0.0,-0.0,3029.0,2895.0,2895.0,2272.0
27103,Middle Fork Fuels Reduction,R2,2.0,21403.0,Washakie Ranger District (11021403),12/12/2008,2009-09-02,2009.0,2010-07-23,2010.0,DN,0.0,1.0,0.0,324.0,1.0,0.0,0.0,2010-07-23,2.0,2011-09-01,2022-03-28,3861.0,0.6571428571428571,2010-08-30,2022-03-28,2010.0,2022.0,2009.0,2024.0,2011.0,2022.0,15.0,-35.26724137931034,5288.7,2678.7,70.0,45.0,0.0,0.0,22.0,2.0,1.0,0.0,0.0,0.0,4.0,0.6206896551724138,1.6521739130434783,Certification of Natural Regeneration without Site Prep,Broadcast Burning - Covers a majority of the unit,4.0,0.8100803795541128,0.584349473152084,15.0,2.523351826953317,0.9317965471712014,4590.0,4266.0,405.0,38.0
27115,Middle Fork / Alum Fork (Saline River),R8,8.0,80905.0,Jessieville Ranger District (11080905),12/15/2008,2009-10-08,2010.0,2010-04-23,2010.0,DN,0.0,0.0,0.0,197.0,1.0,1.0,1.0,2010-04-23,8.0,2012-03-30,2022-03-01,3623.0,0.3151041666666667,2012-03-30,2022-02-03,2012.0,2022.0,2012.0,2030.0,2012.0,2022.0,18.0,-6.439716312056738,23545.6,7957.5,384.0,3.0,1.0,0.0,173.0,2.0,205.0,0.0,0.0,0.0,5.0,0.0,1.628099173553719,Tree Release and Weed,Site Preparation for Planting - Burning,5.0,0.7750732223830038,0.48158006990825114,10.0,1.1317153856685047,0.49149774708084204,4527.0,4330.0,707.0,707.0
27122,Riparian Maintenance and Thinning TSI,R6,6.0,61606.0,La Grande Ranger District (11061606),12/15/2008,2009-06-16,2009.0,2010-01-25,2010.0,DM,0.0,0.0,0.0,223.0,0.0,0.0,1.0,2010-01-25,6.0,2012-11-15,2020-01-16,2618.0,1.0,2012-11-15,2020-01-16,2013.0,2020.0,2013.0,2020.0,2013.0,2020.0,7.0,-2.2222222222222223,107.0,87.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Burning of Piled Material,Precommercial Thin,2.0,0.34883209584303193,0.5032583347756457,8.0,2.0431918705451206,0.9825675930733636,3866.0,3643.0,1025.0,1025.0
27124,North Nestucca Restoration Project,R6,6.0,61201.0,Hebo Ranger District (11061201),12/15/2008,2010-06-30,2010.0,2013-05-03,2013.0,DN,1.0,0.0,0.0,1038.0,0.0,1.0,1.0,2013-05-03,6.0,2016-08-18,2022-06-15,2127.0,0.19601507808292945,2014-01-23,2022-06-15,2014.0,2022.0,2011.0,2031.0,2016.0,2022.0,20.0,-0.08613861386138613,54785.6,14247.599999999999,1857.0,217.0,255.0,0.0,777.0,26.0,582.0,0.0,0.0,0.0,5.0,0.2103960396039604,0.6428571428571429,Invasives - Mechanical /Physical,Burning of Piled Material,5.0,1.3114599455543234,0.8148558794485476,16.0,1.9508605041535667,0.7036241937021235,4368.0,3330.0,1203.0,265.0
27126,Meadow and Indian Creek Riparian Maintenance TSI (CE),R6,6.0,61606.0,La Grande Ranger District (11061606),12/15/2008,2010-01-29,2010.0,2010-12-09,2011.0,DM,0.0,1.0,0.0,314.0,0.0,0.0,1.0,2010-12-09,6.0,2021-06-08,2021-11-08,153.0,1.0,2021-06-08,2021-11-08,2021.0,2022.0,2021.0,2021.0,2021.0,2022.0,0.0,0.0,44.0,44.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,Burning of Piled Material,"Piling of Fuels, Hand or Machine ",1.0,-0.0,,1.0,-0.0,,4301.0,3987.0,3834.0,3834.0
27128,Blue Fly Fuels Reduction Project,R6,6.0,61606.0,La Grande Ranger District (11061606),12/15/2008,2009-07-17,2009.0,2010-10-25,2011.0,DN,0.0,1.0,0.0,465.0,1.0,0.0,0.0,2010-10-25,6.0,2011-10-16,2021-04-25,3479.0,0.9508196721311475,2011-09-06,2021-04-25,2011.0,2021.0,2011.0,2021.0,2012.0,2021.0,10.0,-1.4827586206896552,3769.0,3608.0,61.0,36.0,0.0,0.0,17.0,4.0,4.0,0.0,0.0,0.0,4.0,0.3448275862068966,0.7758620689655172,Underburn - Low Intensity (Majority of Unit),Burning of Piled Material,4.0,1.0246170851186431,0.7391049937553857,18.0,2.6792699840644,0.9269637985995889,4300.0,3835.0,356.0,316.0
27135,Gray Prairie Prescribed Burn,R6,6.0,60701.0,Lookout Mountain Ranger District (11060701),12/15/2008,2009-01-14,2009.0,2010-05-03,2010.0,DM,0.0,1.0,0.0,474.0,1.0,0.0,0.0,2010-05-03,6.0,2014-11-14,2014-11-14,0.0,1.0,2014-11-14,2014-11-14,2015.0,2015.0,2013.0,2013.0,2015.0,2015.0,0.0,0.0,350.0,350.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,Underburn - Low Intensity (Majority of Unit),Underburn - Low Intensity (Majority of Unit),1.0,-0.0,,1.0,-0.0,,2130.0,1656.0,1656.0,1656.0
27145,Basswood Jack Red Pine Plantation Release Project,R9,9.0,90703.0,Iron River Ranger District (11090703),12/15/2008,2009-03-04,2009.0,2009-04-27,2009.0,DM,1.0,0.0,0.0,54.0,0.0,0.0,1.0,2009-04-27,9.0,2018-07-15,2019-10-31,473.0,1.0,2018-07-15,2018-10-16,2018.0,2019.0,2018.0,2019.0,2018.0,2020.0,1.0,0.0,50.0,50.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,Commercial Thin,Commercial Thin,1.0,-0.0,,2.0,0.6931471805599453,1.0,3893.0,3839.0,3366.0,3366.0
27155,Leroux Creek Aspen Management,R2,2.0,20402.0,Grand Valley Ranger District (11020402),12/15/2008,2009-03-28,2009.0,2010-08-24,2010.0,DN,0.0,0.0,0.0,514.0,0.0,1.0,0.0,2010-08-24,2.0,2012-04-01,2021-05-12,3328.0,0.7692307692307693,2011-12-27,2021-05-12,2012.0,2021.0,2012.0,2021.0,2012.0,2021.0,9.0,0.0,1253.0,1253.0,26.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.19230769230769232,0.25,Coppice Cut (w/leave trees) (EA/RH/FH),Stocking Survey,2.0,0.16302362949436594,0.2351933818192415,1.0,-0.0,,4428.0,3914.0,586.0,490.0
27160,North Summit WUI Fuels Treatment,R2,2.0,21510.0,East Zone/Dillon Ranger District (11021510),12/15/2008,2009-02-04,2009.0,2010-01-28,2010.0,DN,0.0,0.0,0.0,358.0,1.0,0.0,0.0,2010-01-28,2.0,2011-09-01,2021-10-21,3703.0,0.9206349206349206,2010-09-17,2021-10-21,2010.0,2022.0,2010.0,2021.0,2011.0,2022.0,11.0,0.0,2352.0,2227.0,126.0,34.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1694915254237288,0.6724137931034483,Stocking Survey,Certification-Planted,2.0,0.5831008996065479,0.8412367762002599,15.0,2.6578172752774702,0.9814505189732841,4642.0,4284.0,581.0,232.0
27187,Clear Lake Project,R9,9.0,90406.0,Huron Shores Ranger District (11090406),12/16/2008,2009-03-02,2009.0,2011-01-06,2011.0,DN,0.0,0.0,0.0,675.0,0.0,1.0,1.0,2011-01-06,9.0,2016-08-12,2022-06-20,2138.0,0.6565656565656566,2016-08-12,2022-06-20,2016.0,2022.0,2016.0,2025.0,2016.0,2022.0,9.0,0.0,2496.0,1679.0,99.0,1.0,3.0,0.0,89.0,0.0,6.0,0.0,0.0,0.0,4.0,-0.045454545454545456,0.7076923076923077,Certification of Natural Regeneration without Site Prep,Coppice Cut (w/leave trees) (EA/RH/FH),4.0,0.4179983290483969,0.3015220582089977,21.0,2.9391258206760438,0.9653815600957795,4858.0,4183.0,2045.0,2045.0
27198,Brittle II,R9,9.0,90406.0,Huron Shores Ranger District (11090406),12/16/2008,2009-08-20,2009.0,2010-09-08,2010.0,DN,0.0,0.0,0.0,384.0,1.0,1.0,1.0,2010-09-08,9.0,2012-08-08,2021-04-03,3160.0,0.7125748502994012,2012-03-15,2021-04-03,2012.0,2021.0,2012.0,2026.0,2012.0,2021.0,14.0,-0.008403361344537815,50800.0,38895.0,167.0,165.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.04201680672268908,Broadcast Burning - Covers a majority of the unit,Commercial Thin,3.0,0.0731973861077982,0.06662713212186824,27.0,3.154628711876844,0.9571555996645316,4244.0,3860.0,700.0,554.0
27240,North Forebay Project,R2,2.0,21201.0,Leadville Ranger District (11021201),12/17/2008,2009-02-03,2009.0,2009-07-07,2009.0,DM,0.0,1.0,0.0,154.0,1.0,1.0,0.0,2009-07-07,2.0,2011-08-31,2018-02-05,2350.0,1.0,2010-10-19,2018-02-05,2011.0,2018.0,2011.0,2018.0,2011.0,2018.0,7.0,0.0,49.0,49.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,Burning of Piled Material,Invasives - Pesticide Application,3.0,1.0549201679861442,0.9602297178607612,1.0,-0.0,,3289.0,3135.0,785.0,469.0
27243,Wrangell District Roadside Timber Sales,R10,10.0,100522.0,Wrangell Ranger District (11100522),12/17/2008,2009-01-15,2009.0,2011-03-10,2011.0,DN,0.0,0.0,0.0,784.0,0.0,1.0,0.0,2011-03-10,10.0,2014-06-13,2019-05-03,1785.0,0.8,2014-02-18,2019-05-03,2014.0,2019.0,2014.0,2019.0,2014.0,2019.0,5.0,0.0,20.0,20.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Single-tree Selection Cut (UA/RH/FH),Single-tree Selection Cut (UA/RH/FH),1.0,-0.0,,0.0,0.0,-0.0,3760.0,2976.0,1191.0,1076.0
27254,Cayuse Reforestation,R4,4.0,40201.0,Mountain Home Ranger District (11040201),12/17/2008,2009-12-21,2010.0,2010-03-09,2010.0,DM,0.0,0.0,0.0,78.0,0.0,0.0,1.0,2010-03-09,4.0,2010-10-04,2013-09-25,1087.0,1.0,2010-10-04,2013-09-25,2011.0,2013.0,2010.0,2013.0,2011.0,2013.0,3.0,0.0,1338.0,1338.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04878048780487805,0.04878048780487805,Plantation Survival Survey,Certification-Planted,1.0,-0.0,,0.0,0.0,-0.0,1374.0,1296.0,209.0,209.0
27269,"Jarbidge , Mountain City, and Ruby Mountains Ranger Districts Combined Travel Management Project",R4,4.0,41700.0,Humboldt-Toiyabe National Forest All Units (11041700),12/17/2008,2009-01-16,2009.0,2012-04-13,2012.0,ROD,1.0,0.0,0.0,1183.0,0.0,0.0,1.0,2012-04-13,4.0,2016-06-27,2016-10-24,119.0,1.0,2016-06-27,2016-10-24,2016.0,2017.0,2016.0,2017.0,2016.0,2017.0,1.0,-0.06700000000000007,474.20000000000005,467.50000000000006,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.01,Invasives - Pesticide Application,Invasives - Mechanical /Physical,1.0,-0.0,,84.0,4.422107892506528,0.9980344693242431,2838.0,1655.0,1536.0,1536.0
27274,Compartment 71 (Magill Hollow) Salvage,R9,9.0,90504.0,Poplar Bluff Ranger District (11090504),12/17/2008,2009-04-02,2009.0,2010-06-16,2010.0,DM,0.0,0.0,0.0,440.0,0.0,1.0,0.0,2010-06-16,9.0,2012-01-09,2017-04-01,1909.0,1.0,2011-01-31,2017-04-01,2011.0,2017.0,2011.0,2017.0,2012.0,2017.0,6.0,0.0,1105.0,1105.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2833333333333333,Stocking Survey,Stocking Survey,1.0,-0.0,,1.0,-0.0,,2921.0,2481.0,572.0,229.0
27278,Compartment 123: Salvage Harvest of Dead and Dying Black and Scarlet oak,R9,9.0,90504.0,Poplar Bluff Ranger District (11090504),12/17/2008,2009-04-09,2009.0,2010-06-16,2010.0,DM,0.0,0.0,0.0,433.0,0.0,1.0,0.0,2010-06-16,9.0,2012-10-12,2017-04-01,1632.0,1.0,2011-09-20,2017-04-01,2011.0,2017.0,2011.0,2017.0,2013.0,2017.0,6.0,0.0,888.0,888.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9818181818181818,Certification of Natural Regeneration with Site Prep,Certification of Natural Regeneration with Site Prep,1.0,-0.0,,1.0,-0.0,,2914.0,2481.0,849.0,461.0
27284,Sugar Pine Ridge and Weigh Station Fires Replanting,R6,6.0,60101.0,Bend/Fort Rock Ranger District (11060101),12/17/2008,2009-01-01,2009.0,2009-01-19,2009.0,DM,0.0,0.0,0.0,18.0,0.0,0.0,1.0,2009-01-19,6.0,2009-05-01,2020-08-11,4120.0,0.8571428571428571,2009-01-27,2020-08-11,2009.0,2020.0,2009.0,2025.0,2009.0,2020.0,16.0,0.0,317.0,268.0,14.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4166666666666667,Compacting/Crushing of Fuels,Plant Trees,2.0,0.410116318288409,0.5916727785823274,3.0,1.0042424730540764,0.914100892018565,4240.0,4222.0,102.0,8.0
27289,Humpback Project,R8,8.0,80803.0,James River Ranger District (11080803),12/17/2008,2009-12-21,2010.0,2010-05-10,2010.0,DN,0.0,0.0,0.0,140.0,0.0,1.0,1.0,2010-05-10,8.0,2011-02-04,2013-06-30,877.0,1.0,2011-02-04,2013-06-30,2011.0,2013.0,2011.0,2013.0,2011.0,2013.0,2.0,0.0,494.0,494.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10526315789473684,0.10526315789473684,Two-aged Shelterwood Establishment and Removal Cut (w/ res) (2A/RH/FH),Tree Release and Weed,1.0,-0.0,,1.0,-0.0,,1287.0,1147.0,270.0,270.0
27297,Central Alleghany Project,R8,8.0,80803.0,James River Ranger District (11080803),12/17/2008,2010-09-16,2010.0,2011-03-14,2011.0,DN,0.0,0.0,0.0,179.0,0.0,1.0,1.0,2011-03-14,8.0,2012-05-02,2015-08-15,1200.0,0.9565217391304348,2011-06-01,2015-08-15,2011.0,2015.0,2011.0,2017.0,2012.0,2015.0,6.0,-0.5909090909090909,364.0,347.0,23.0,0.0,0.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9545454545454546,Shelterwood Establishment Cut (with or without leave trees) (EA/RH/NFH),Wildlife Habitat Grasses and forbs,3.0,0.355712859746894,0.3237837983572334,1.0,-0.0,,1794.0,1615.0,415.0,79.0
27312,San Isabel Creek Project,R2,2.0,20907.0,Saguache Ranger District (11020907),12/18/2008,2009-03-01,2009.0,2009-11-09,2010.0,DM,1.0,0.0,0.0,253.0,1.0,0.0,1.0,2009-11-09,2.0,2010-05-30,2013-05-28,1094.0,0.7142857142857143,2010-05-30,2013-05-28,2010.0,2013.0,2010.0,2013.0,2010.0,2013.0,3.0,-20.0,1111.0,971.0,7.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Harvest Without Restocking,Compacting/Crushing of Fuels,2.0,0.5982695885852573,0.8631205685666311,2.0,0.5982695885852573,0.8631205685666311,1549.0,1296.0,202.0,202.0
27315,Grizzly,R2,2.0,20604.0,Parks Ranger District (11020604),12/18/2008,2009-09-18,2009.0,2011-08-02,2011.0,DN,0.0,0.0,0.0,683.0,1.0,1.0,1.0,2011-08-02,2.0,2012-09-30,2021-09-15,3272.0,0.7575757575757576,2012-09-30,2021-09-15,2012.0,2021.0,2012.0,2022.0,2012.0,2021.0,10.0,-1.504,1056.1,470.5,33.0,0.0,4.0,0.0,25.0,1.0,0.0,3.0,0.0,0.0,4.0,0.08,1.04,Overstory Removal Cut (from advanced regeneration) (EA/RH/FH),Certification of Natural Regeneration without Site Prep,4.0,0.7900557453395436,0.5699047529135967,4.0,0.9694783261653557,0.6993307867040458,4380.0,3697.0,425.0,425.0
27345,Crystal Lake Bark Beetle Control,R5,5.0,50152.0,San Gabriel River Ranger District (11050152),12/19/2008,2009-06-15,2009.0,2009-11-20,2010.0,DM,0.0,1.0,0.0,158.0,0.0,0.0,1.0,2009-11-20,5.0,,,,0.0,2010-06-29,2010-06-29,2010.0,2010.0,2010.0,2010.0,,,0.0,0.0,312.0,312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,Insect Prevention,Insect Prevention,1.0,-0.0,,0.0,0.0,-0.0,,,,221.0
27353,Holland Moonsalt Thin Timber Sale,R6,6.0,61501.0,Cottage Grove Ranger District (11061501),12/19/2008,2009-01-20,2009.0,2009-07-17,2009.0,DN,0.0,0.0,0.0,178.0,0.0,1.0,0.0,2009-07-17,6.0,2010-10-10,2019-07-07,3192.0,0.9203539823008849,2010-06-21,2019-07-07,2010.0,2019.0,2001.0,2019.0,2011.0,2019.0,18.0,0.44711538461538464,5410.1,5386.299999999999,113.0,24.0,7.0,0.0,65.0,10.0,6.0,0.0,0.0,1.0,6.0,1.6346153846153846,2.9423076923076925,Commercial Thin,Precommercial Thin,6.0,1.2317573473825787,0.6874568649067934,21.0,2.34503653723665,0.7702477433505724,3820.0,3642.0,450.0,339.0
27364,Dry Hills Forest Restoration Project,R5,5.0,50651.0,Almanor Ranger District (11050651),12/19/2008,2010-12-08,2011.0,2012-08-24,2012.0,DN,0.0,1.0,0.0,625.0,1.0,1.0,1.0,2012-08-24,5.0,2014-07-22,2021-09-30,2627.0,0.29523809523809524,2012-09-27,2021-09-30,2012.0,2021.0,2012.0,2029.0,2014.0,2021.0,17.0,-0.041071428571428564,18554.4,7358.599999999999,525.0,95.0,53.0,0.0,263.0,8.0,1.0,0.0,104.0,1.0,7.0,0.5863095238095238,3.174193548387097,Precommercial Thin,Burning of Piled Material,7.0,1.2954506960636099,0.6657299653288289,137.0,4.716788517562481,0.9587005699150261,3949.0,3324.0,697.0,34.0
